indicativo,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,latitude,longitude
6001,29.8,5.7,118.3,71.6,56.0,9.2,65.8,50.3,133.9,58.3,27.0,119.19999999999999,59.1,72.1,50.900000000000006,14.0,60.900000000000006,85.10000000000001,88.9,75.7,64.3,30.1,63.8,0.0,36.013888888888886,-5.598888888888888
6155A,119.9,0.0,72.89999999999999,80.0,73.9,22.5,26.3,100.1,46.5,20.6,111.0,60.9,43.199999999999996,23.2,38.1,14.8,22.0,58.0,49.8,37.199999999999996,26.7,60.8,21.1,0.0,36.66611111111111,-4.482222222222222
6325O,15.0,1.8,39.0,12.0,64.5,7.5,21.900000000000002,30.3,2.3,10.799999999999999,9.5,16.7,0.1,19.9,0.0,32.6,9.1,10.1,30.4,37.8,28.9,15.0,38.8,0.0,36.84638888888889,-2.3569444444444447
6367B,0.0,0.0,46.5,0.0,34.5,12.0,22.5,31.7,7.4,12.5,0.0,50.1,5.8999999999999995,60.4,3.5,23.3,5.8,21.3,18.7,39.199999999999996,43.1,53.6,80.3,0.0,37.39055555555556,-1.9436111111111112
7012C,1.3,10.4,38.6,14.3,122.0,9.8,26.8,94.0,0.2,20.0,9.9,28.5,3.9000000000000004,81.2,0.5,10.0,12.2,3.4000000000000004,12.299999999999999,86.5,44.6,48.9,92.4,0.0,37.60111111111111,-0.9877777777777778
7031,8.9,12.6,70.0,17.7,120.7,7.5,23.900000000000002,25.3,1.5,26.5,8.600000000000001,12.0,3.7,65.4,9.7,8.6,16.4,1.2,6.199999999999999,103.3,45.2,48.300000000000004,100.3,0.0,37.788888888888884,-0.8033333333333333
7145D,17.6,17.5,73.3,19.0,68.2,20.2,41.6,53.1,3.1,26.3,33.8,24.9,24.5,68.0,23.7,9.899999999999999,30.1,20.4,16.2,118.2,64.0,41.0,84.8,0.0,38.23277777777778,-1.3805555555555555
7178I,9.299999999999999,12.1,54.199999999999996,34.4,113.1,13.1,36.3,62.7,3.0,21.0,17.5,30.7,26.700000000000003,79.0,7.800000000000001,8.5,14.3,9.799999999999999,14.600000000000001,123.10000000000001,29.2,58.6,96.6,0.0,38.00194444444445,-1.1708333333333334
7209,12.3,14.0,0.0,13.7,61.099999999999994,13.6,46.9,13.9,2.9,24.2,10.0,25.7,33.0,67.5,4.9,20.1,14.5,13.100000000000001,23.299999999999997,3.0,60.4,0.0,64.3,0.0,37.65472222222222,-1.6872222222222222
7228,3.0,10.100000000000001,80.4,32.1,91.1,9.2,42.3,35.0,2.7,22.7,15.799999999999999,31.0,7.0,67.6,9.5,9.2,17.2,9.799999999999999,14.1,121.2,35.6,34.7,92.2,0.0,37.95777777777778,-1.2286111111111113
8019,6.6,42.8,50.5,32.3,69.0,19.9,25.9,34.0,3.3,21.3,14.4,40.4,20.1,70.7,4.3,4.8,16.5,2.9999999999999996,16.5,185.9,32.6,61.1,86.5,0.0,38.282777777777774,-0.5708333333333333
8025,4.5,48.800000000000004,52.0,29.0,66.4,28.099999999999998,22.2,37.8,3.7,40.0,21.599999999999998,46.7,15.5,94.2,4.6000000000000005,13.0,15.6,4.800000000000001,10.799999999999999,125.2,36.2,48.0,84.6,0.0,38.3725,-0.49416666666666664
8050X,8.8,9.9,202.4,0.0,37.3,12.0,27.8,67.3,5.699999999999999,46.0,18.799999999999997,0.0,14.4,77.6,2.4,3.4,47.2,22.8,24.599999999999998,346.0,58.0,48.65217391304348,86.6,0.0,38.78361111111111,0.16777777777777778
8058X,13.0,21.4,247.2,5.9,117.4,22.3,43.2,92.7,1.6,67.7,30.400000000000002,39.5,30.5,110.80000000000001,12.700000000000001,0.8,38.6,50.900000000000006,4.6,221.20000000000002,51.7,90.4,0.0,57.15217391304348,38.928888888888885,-0.09583333333333333
8096,95.9,9.6,47.7,44.1,99.8,49.2,50.400000000000006,129.70000000000002,114.0,52.9,89.9,88.5,94.5,63.7,37.1,27.8,79.6,17.2,89.8,148.2,66.2,73.0,47.300000000000004,4.5,40.06722222222223,-2.1319444444444446
8175,47.9,25.0,65.1,36.2,87.89999999999999,19.1,35.3,90.2,25.900000000000002,33.5,49.6,40.4,50.300000000000004,60.1,9.4,11.3,35.5,22.4,25.8,139.6,27.6,64.6,100.60000000000001,0.0,38.95416666666667,-1.856388888888889
8178D,50.7,30.2,73.7,43.8,86.30000000000001,25.0,35.2,80.8,27.0,28.0,41.8,50.1,43.2,50.4,9.799999999999999,11.7,49.2,23.1,31.1,154.0,47.2,63.8,104.1,0.0,39.005833333333335,-1.8627777777777779
8293X,6.8999999999999995,84.9,80.8,81.9,77.9,34.5,18.9,108.9,5.0,36.0,28.2,105.0,13.6,67.2,14.4,0.8,42.2,30.400000000000002,21.8,0.0,63.8,99.0,150.8,0.0,39.001666666666665,-0.5236111111111111
8309X,59.1,0.2,58.2,27.1,34.0,31.7,18.2,49.1,46.1,10.799999999999999,79.2,53.0,45.6,60.6,16.0,17.0,29.8,45.0,47.4,87.8,61.0,50.6,31.2,0.2,39.57555555555556,-1.2447222222222223
8325X,13.6,84.0,115.6,84.0,120.0,4.3,35.6,60.0,9.5,21.6,0.1,58.2,32.0,108.2,28.400000000000002,3.9,29.3,36.5,16.9,197.20000000000002,78.7,102.7,130.8,1.0,39.18472222222222,-0.3719444444444444
8368U,56.0,35.2,70.4,31.800000000000004,33.6,5.8,42.3,143.3,25.1,21.0,70.5,50.199999999999996,43.6,65.8,13.4,20.8,18.6,7.0,49.400000000000006,84.2,71.60000000000001,61.0,64.8,10.8,40.35055555555556,-1.1241666666666668
8414A,14.2,91.1,89.2,57.5,51.0,20.7,12.299999999999999,56.0,7.2,33.9,24.8,72.8,31.0,98.2,12.4,6.9,17.8,28.8,12.299999999999999,83.5,56.3,81.5,87.1,0.6,39.485,-0.4747222222222222
8416,11.0,72.3,70.5,63.4,51.3,25.1,6.4,50.9,7.8,39.0,33.6,60.199999999999996,30.3,90.4,7.3999999999999995,3.6,18.7,23.0,17.5,67.8,49.900000000000006,65.4,82.7,0.0,39.480555555555554,-0.3663888888888889
8500A,10.2,46.7,60.5,87.0,63.1,12.3,7.9,136.9,4.3999999999999995,43.199999999999996,31.5,41.2,22.8,79.2,13.8,2.8,21.6,14.399999999999999,38.4,39.4,55.0,97.6,81.8,2.6,39.95722222222223,-0.07194444444444445
8523X,0.7,8.6,84.3,61.1,66.7,3.7,2.8000000000000003,55.7,17.1,26.2,17.7,37.0,24.6,57.599999999999994,19.9,2.1,41.5,16.7,33.6,6.6000000000000005,129.5,33.98571428571429,33.98571428571429,33.98571428571429,40.55416666666667,0.4297222222222222
9019B,91.0,20.599999999999998,43.0,75.6,32.4,25.5,14.700000000000001,52.800000000000004,54.4,16.2,41.0,33.2,106.3,46.1,65.5,33.9,104.4,10.2,84.2,68.2,148.9,59.4,74.7,12.6,42.80638888888888,-3.933888888888889
9051,64.8,25.7,51.5,63.699999999999996,46.8,103.2,28.2,0.0,33.2,27.6,23.0,33.0,116.8,52.0,48.6,29.2,73.6,19.6,57.8,53.2,46.800000000000004,32.0,54.6,13.8,42.919999999999995,-3.4827777777777778
9091O,88.1,56.9,42.3,34.3,63.0,99.0,33.1,85.6,70.6,54.099999999999994,10.3,58.1,94.9,83.3,51.6,33.199999999999996,59.2,15.6,117.4,70.0,66.2,51.5,76.2,19.0,42.88194444444444,-2.735
9111,75.9,28.400000000000002,71.4,92.1,47.5,31.3,65.0,68.4,133.6,77.7,55.1,94.3,89.7,127.9,37.1,21.0,70.6,20.6,73.2,65.0,72.7,71.6,66.0,22.599999999999998,42.42111111111111,-3.1702777777777778
9170,29.6,22.3,33.0,49.199999999999996,78.9,27.4,71.8,109.8,35.6,37.1,25.6,27.9,56.6,51.0,30.4,13.1,21.5,4.7,74.2,53.9,68.2,23.1,49.2,24.5,42.452222222222225,-2.331111111111111
9201K,138.9,110.1,66.9,37.9,86.8,65.4,4.3,73.1,27.1,0.2,66.61818181818181,12.4,111.3,40.7,75.9,54.7,72.5,25.7,141.3,97.9,90.7,56.199999999999996,75.6,66.61818181818181,42.57888888888889,-0.5469444444444445
9244X,85.7,16.5,54.678260869565214,31.3,53.1,35.8,57.0,139.3,49.3,61.8,32.3,32.4,0.0,34.2,37.599999999999994,52.0,47.199999999999996,16.0,132.9,74.7,92.9,49.8,94.4,31.400000000000002,42.490833333333335,-1.213611111111111
9262,109.7,79.89999999999999,61.6,30.2,79.7,106.0,69.3,137.7,94.3,69.8,65.3,15.700000000000001,159.9,79.6,60.1,42.1,51.0,31.0,166.29999999999998,71.5,77.19545454545454,60.800000000000004,56.8,77.19545454545454,42.81777777777778,-1.6383333333333332
9263D,107.6,65.8,47.099999999999994,21.2,68.1,82.0,78.1,124.6,76.10000000000001,77.5,68.0,18.900000000000002,165.1,64.7,53.2,29.9,39.5,24.1,171.6,82.3,98.7,49.199999999999996,61.8,37.4,42.776944444444446,-1.65
9283X,37.9,8.200000000000001,26.7,35.7,61.5,24.0,44.5,82.5,31.3,37.8,24.6,29.299999999999997,2.0,54.0,28.9,54.5,18.3,35.39411764705883,35.39411764705883,35.39411764705883,35.39411764705883,35.39411764705883,35.39411764705883,35.39411764705883,42.206944444444446,-1.7113888888888888
9294E,49.2,7.5,13.700000000000001,26.5,12.1,43.5,98.4,61.1,19.4,2.0,17.2,18.8,0.0,50.6,30.6,33.199999999999996,29.8,6.6000000000000005,131.8,32.0,66.4,26.2,44.8,10.8,42.198611111111106,-1.475277777777778
9381I,42.1,8.6,33.9,43.6,69.60000000000001,20.5,30.9,90.7,32.3,59.8,82.4,20.2,61.4,61.4,20.700000000000003,24.2,35.0,23.0,97.8,102.0,102.6,95.0,75.19999999999999,6.0,40.92611111111111,-1.2933333333333332
9390,58.5,7.800000000000001,39.4,30.2,56.6,36.9,72.30000000000001,103.8,33.2,59.300000000000004,77.3,38.8,53.9,57.4,22.7,18.0,32.1,18.0,107.60000000000001,89.2,97.8,66.2,44.4,3.8,41.114444444444445,-1.41
9394X,31.099999999999998,7.1,24.7,56.1,57.1,27.599999999999998,44.3,112.39999999999999,52.1,43.650000000000006,43.650000000000006,36.8,3.6,48.2,20.8,18.6,43.8,17.0,87.2,62.4,67.0,97.6,38.6,6.2,41.33111111111111,-1.6452777777777778
9434,49.1,7.2,17.2,43.4,46.6,14.2,39.4,127.7,30.5,46.0,41.5,50.5,35.8,56.0,28.7,23.599999999999998,35.0,3.6,109.0,33.6,35.4,41.0,31.0,6.0,41.660555555555554,-1.0041666666666667
9563X,45.5,27.8,119.8,69.5,45.3,2.1,16.5,211.2,6.1,2.9,31.9,65.9,68.2,110.89999999999999,29.7,11.7,37.7,21.5,57.8,0.1,115.9,41.8,107.7,5.0,40.49861111111111,-0.18666666666666665
9569A,47.800000000000004,64.3,31.1,64.89999999999999,76.6,12.4,22.2,129.7,45.285714285714285,45.285714285714285,45.285714285714285,37.800000000000004,2.4,73.60000000000001,56.8,11.4,43.4,7.2,67.2,33.199999999999996,46.6,37.800000000000004,80.0,4.6,40.946666666666665,-0.23777777777777778
9573X,35.3,49.2,40.74782608695652,53.300000000000004,64.3,7.0,10.7,56.6,14.400000000000002,39.4,27.799999999999997,35.599999999999994,52.5,65.7,28.900000000000002,11.2,43.900000000000006,9.9,83.4,38.0,67.10000000000001,50.0,88.4,4.6,41.058055555555555,-0.14166666666666666
9576C,50.5,31.3,16.7,37.1,60.6,3.9,21.3,66.5,37.9,34.682352941176475,34.682352941176475,41.2,21.200000000000003,53.0,7.6,14.8,46.6,5.2,74.2,34.682352941176475,34.682352941176475,34.682352941176475,34.682352941176475,34.682352941176475,41.5225,-0.17444444444444443
9585,12.5,75.8,101.10000000000001,97.0181818181818,97.0181818181818,3.1,11.1,233.3,134.8,143.8,59.3,67.0,149.4,137.4,155.4,68.2,149.2,75.4,164.6,164.6,71.8,105.8,45.4,5.4,42.3325,1.9394444444444445
9619,72.9,0.0,0.0,13.8,75.8,19.3,3.9,78.0,112.7,24.700000000000003,27.900000000000002,23.8,72.6,95.8,40.5,23.9,89.60000000000001,30.9,94.1,62.5,0.0,69.6,42.1,5.800000000000001,42.35472222222222,1.4630555555555556
9720X,59.4,0.1,0.0,5.9,60.4,7.9,4.5,110.1,57.50000000000001,116.7,15.6,33.9,54.5,73.5,16.7,19.9,56.6,28.1,72.6,36.5,41.519999999999996,41.519999999999996,41.519999999999996,41.519999999999996,41.650555555555556,1.1494444444444445
9771C,46.0,87.60000000000001,38.2,27.2,70.0,2.9,6.8,73.6,40.0,104.60000000000001,25.5,26.9,50.4,70.8,38.2,6.1,51.2,15.200000000000001,69.8,28.7,75.4,40.8,37.4,0.2,41.626111111111115,0.5980555555555556
9981A,75.7,69.6,75.1,55.8,90.3,20.3,6.5,121.6,21.6,79.8,26.700000000000003,88.5,71.1,81.7,62.0,41.0,71.0,13.2,51.4,17.7,108.2,45.0,81.6,2.2,40.82027777777778,0.49333333333333335
9987P,72.2,23.7,34.2,7.800000000000001,58.199999999999996,7.3,1.6,14.899999999999999,18.3,58.0,13.2,45.1,115.60000000000001,87.10000000000001,28.5,2.6999999999999997,44.5,0.0,22.7,8.5,33.205,33.205,33.205,33.205,40.69916666666666,0.81
B013X,42.7,36.7,174.9,97.0,95.30000000000001,33.9,62.2,321.1,14.5,173.3,121.79999999999998,30.2,93.4,114.69999999999999,119.69999999999999,5.9,145.29999999999998,27.5,117.5,91.89999999999999,267.2,39.2,114.3,29.8,39.82333333333334,2.8858333333333333
B228,29.3,26.0,83.0,29.1,34.2,16.599999999999998,30.9,111.7,3.0999999999999996,44.2,25.1,27.7,49.3,52.699999999999996,28.3,3.5,68.10000000000001,8.5,65.7,19.4,81.3,27.7,31.6,3.4000000000000004,39.555277777777775,2.625277777777778
B248,23.099999999999998,30.4,203.50000000000003,69.5,79.8,5.6,18.3,259.1,16.5,70.0,75.7,0.2,60.6,149.5,0.0,8.3,80.6,16.0,108.2,38.9,191.3,40.2,75.2,19.799999999999997,39.735,2.7130555555555556
B278,5.6,12.1,68.5,32.2,41.9,12.799999999999999,55.7,84.5,2.9,59.4,26.1,25.0,32.4,55.1,21.1,3.7,38.5,5.5,47.0,22.1,92.3,25.3,20.3,5.3,39.56083333333333,2.736666666666667
B346X,23.299999999999997,10.200000000000001,41.2,25.7,20.4,0.0,46.2,0.0,14.0,44.4,0.0,17.6,40.599999999999994,61.599999999999994,26.3,2.7,54.4,5.1,77.10000000000001,19.900000000000002,68.6,30.0,26.0,28.491304347826084,39.52166666666667,3.0191666666666666
B434X,18.2,13.4,58.0,41.7,15.1,9.9,18.4,57.4,0.0,31.2,0.4,3.6,45.0,61.0,27.2,0.6000000000000001,97.8,5.3999999999999995,51.0,21.0,68.0,17.200000000000003,27.0,23.999999999999996,39.41444444444444,3.2716666666666665
B569X,16.6,29.8,46.9,6.0,23.1,32.6,14.2,30.5,26.3,56.699999999999996,65.7,4.6,42.7,61.8,29.9,2.1,12.5,4.6,25.2,11.5,93.2,23.1,19.3,22.3,39.71666666666667,3.4780555555555557
B893,41.0,35.4,62.6,16.8,25.1,23.1,7.8999999999999995,129.1,13.9,101.0,61.2,23.6,35.0,84.5,32.8,1.7,27.5,22.9,28.2,52.3,55.9,22.4,23.200000000000003,25.7,39.85472222222222,4.2155555555555555
B954,11.299999999999999,10.5,97.8,48.1,45.7,13.0,12.0,57.1,2.1,39.4,11.7,46.900000000000006,19.1,91.9,6.1,0.2,16.3,2.6999999999999997,39.599999999999994,20.8,65.3,32.6,60.4,0.0,38.87638888888889,1.3844444444444444
C029O,6.1,0.3,12.299999999999999,7.2,3.8,0.2,5.1000000000000005,0.9,0.0,0.4,7.6,10.0,2.5,0.9,2.4,0.0,0.7000000000000001,0.0,6.0,2.1,14.1,1.4,5.8,2.6,28.951944444444443,-13.600277777777777
C129Z,0.0,0.0,0.0,9.1,26.6,0.0,14.4,7.3,10.3,0.0,28.200000000000003,42.6,13.0,7.9,8.4,4.4,10.8,9.095652173913043,2.1,6.2,13.7,1.8,0.0,2.4,28.59583333333333,-17.915277777777778
C139E,99.5,27.799999999999997,39.0,42.0,22.4,3.8999999999999995,20.3,4.7,13.8,4.8,11.2,35.9,34.0,1.6,7.5,16.0,4.0,40.4,2.1,9.9,11.5,5.2,19.8,2.9,28.633055555555558,-17.755
C249I,3.2,1.0,13.1,23.200000000000003,6.9,0.0,5.2,17.3,0.0,0.3,2.4,8.2,4.0,0.9,1.1,0.0,0.0,0.0,0.7,1.9,5.6000000000000005,0.0,5.4,2.3,28.44472222222222,-13.863055555555555
C329Z,13.799999999999999,4.8,0.8,9.5,16.1,0.4,21.8,0.8,1.8,3.1,11.6,47.60000000000001,12.7,0.2,5.7,0.0,5.3,11.2,1.6,9.0,11.100000000000001,15.2,11.4,2.4,28.08972222222222,-17.11138888888889
C429I,13.7,6.9,17.9,0.3,12.7,0.0,26.1,0.6,1.3,0.0,26.4,4.6,25.4,0.0,10.8,0.0,0.4,10.6,0.0,28.1,11.7,0.6000000000000001,17.2,0.0,28.046944444444446,-16.561111111111114
C430E,16.7,26.9,72.5,15.4,66.5,5.1,82.5,8.0,1.6,0.0,1.6,70.39999999999999,18.200000000000003,7.0,49.00000000000001,0.0,0.2,1.8,38.9,11.600000000000001,14.6,16.5,11.6,1.0,28.30888888888889,-16.499444444444446
C447A,38.1,29.8,99.5,37.4,53.9,13.5,43.900000000000006,21.8,11.299999999999999,29.6,4.8999999999999995,140.3,52.5,14.4,27.900000000000002,7.5,53.7,2.0,70.9,32.2,64.2,64.4,33.300000000000004,5.9,28.4775,-16.329444444444444
C449C,8.7,9.6,29.7,11.0,34.099999999999994,3.6999999999999997,16.099999999999998,20.0,0.9,3.5,1.8,25.4,4.3,12.2,11.1,0.8,2.0,3.4,20.8,28.6,5.8,11.6,8.2,0.8,28.46333333333333,-16.255277777777778
C459Z,18.0,7.8,23.7,32.9,69.9,12.600000000000001,23.5,14.8,0.8,13.4,3.4,41.2,45.0,8.2,4.6,1.0,11.8,1.0,32.0,25.6,26.2,17.6,7.5,10.7,28.418055555555558,-16.548055555555557
C619I,8.9,10.8,7.4,8.6,6.7,0.4,17.400000000000002,1.9,5.3,4.4,11.8,6.826666666666668,6.826666666666668,0.8,0.0,0.0,18.0,6.826666666666668,6.826666666666668,6.826666666666668,6.826666666666668,6.826666666666668,6.826666666666668,6.826666666666668,28.000833333333333,-15.81388888888889
C649I,3.3,3.5,10.7,3.5999999999999996,7.9,2.1,17.099999999999998,0.7,0.0,0.6,0.6,17.1,6.1,0.7000000000000001,1.9000000000000001,0.0,0.30000000000000004,1.4,3.6,12.0,7.699999999999999,1.5,3.4,2.3,27.91777777777778,-15.395277777777777
C689E,1.2,2.5,6.5,3.0,0.7,0.0,7.8999999999999995,0.0,0.0,0.0,2.7,5.0,1.7272727272727273,0.0,3.2,0.0,0.0,0.4,0.2,1.7272727272727273,0.2,0.0,4.5,0.0,27.735833333333336,-15.595833333333333
C929I,21.6,12.9,20.9,8.799999999999999,15.8,0.0,24.200000000000003,5.4,1.7000000000000002,0.0,9.8,43.2,34.9,1.3,11.0,8.200000000000001,7.0,11.0,3.4,35.3,9.2,4.7,12.299999999999999,0.9,27.81888888888889,-17.88888888888889
1208H,73.5391304347826,67.5,85.5,30.3,80.0,95.1,64.7,82.4,123.2,66.39999999999999,19.1,28.2,182.3,157.2,54.8,67.9,86.9,31.8,56.3,101.5,46.6,48.0,81.8,33.9,43.559999999999995,-5.700833333333334
1735X,53.060869565217395,5.8,28.7,91.0,24.6,29.700000000000003,51.5,45.7,85.4,45.4,43.8,85.39999999999999,19.5,11.5,37.1,75.89999999999999,104.5,10.700000000000001,52.0,162.20000000000002,78.1,73.9,37.8,20.2,42.07916666666667,-7.733611111111111
3100B,39.04545454545455,29.2,59.300000000000004,0.0,44.0,39.04545454545455,36.9,47.1,74.2,12.1,50.0,9.1,25.1,36.5,25.7,23.0,97.6,14.700000000000001,40.0,31.2,53.1,75.0,72.6,2.6,40.06722222222223,-3.546111111111111
3110C,39.845,13.3,8.899999999999999,32.9,26.1,39.845,31.6,44.5,58.0,7.4,36.1,72.0,46.0,44.7,26.8,38.9,80.6,21.2,66.1,39.845,69.9,67.0,39.845,4.8999999999999995,41.00694444444444,-3.613611111111111
3130C,42.10454545454546,6.2,31.599999999999998,37.3,0.0,42.10454545454546,0.0,0.0,0.0,29.8,36.4,60.8,75.6,9.0,26.2,0.0,78.0,17.8,121.4,150.4,111.2,68.0,50.800000000000004,15.8,41.08638888888889,-2.618055555555556
3194U,37.357142857142854,8.8,50.8,39.800000000000004,33.300000000000004,37.357142857142854,0.4,30.299999999999997,0.0,16.7,12.5,99.0,31.4,54.4,25.5,34.9,95.10000000000001,13.2,56.4,66.4,59.9,49.3,37.357142857142854,6.3999999999999995,40.45166666666667,-3.7241666666666666
3266A,71.73913043478261,0.0,71.0,0.0,0.0,0.0,50.7,108.69999999999999,83.4,28.0,67.1,173.4,79.9,33.1,46.9,53.1,365.2,20.1,85.1,75.89999999999999,150.5,99.4,46.8,11.700000000000001,40.70638888888889,-4.141944444444444
3338,40.43636363636363,17.2,55.5,38.3,36.1,40.43636363636363,26.4,61.0,101.8,6.7,41.2,68.6,20.8,35.8,4.0,18.6,0.0,9.9,62.9,91.69999999999999,60.5,66.2,61.9,4.5,40.42777777777778,-4.25
4067,36.018181818181816,12.9,35.0,33.300000000000004,89.2,36.018181818181816,18.0,174.0,28.0,2.8000000000000003,40.199999999999996,8.6,35.199999999999996,55.4,8.0,9.4,50.6,13.0,30.2,0.0,71.8,34.2,41.6,1.0,39.49194444444444,-3.5283333333333333
4244X,59.626086956521746,8.2,74.10000000000001,40.6,59.199999999999996,16.0,34.5,54.5,156.1,29.6,58.199999999999996,58.8,36.4,37.0,42.800000000000004,60.6,126.0,27.8,123.6,107.4,63.2,77.2,75.2,4.4,39.169444444444444,-5.062222222222222
4267X,37.76363636363636,2.8,50.7,6.3999999999999995,16.7,12.799999999999999,19.0,52.9,104.30000000000001,22.5,7.4,25.4,19.8,37.76363636363636,29.700000000000003,55.8,78.5,46.6,54.0,40.9,64.2,39.1,81.1,0.2,38.49861111111111,-5.1211111111111105
5047E,24.33181818181818,0.0,0.39999999999999997,20.8,60.5,5.9,6.5,51.199999999999996,25.4,24.33181818181818,19.8,107.8,10.8,2.6,0.4,13.600000000000001,17.8,17.8,20.4,67.8,27.8,31.4,26.6,0.0,37.505833333333335,-2.735
5051X,24.50769230769231,3.8,69.7,0.0,57.6,10.5,52.0,24.50769230769231,24.50769230769231,24.50769230769231,14.2,24.50769230769231,63.400000000000006,25.8,20.400000000000002,0.0,1.2,0.0,24.50769230769231,24.50769230769231,24.50769230769231,24.50769230769231,24.50769230769231,24.50769230769231,37.861111111111114,-2.6527777777777777
5181D,56.30434782608695,4.9,17.0,41.7,61.4,13.4,59.5,115.2,128.79999999999998,40.5,19.2,83.4,74.4,51.4,38.7,61.5,107.10000000000001,26.5,64.8,125.8,54.5,42.7,62.6,0.0,38.31472222222222,-2.8897222222222223
5246,44.21818181818182,6.3,0.0,44.21818181818182,96.2,11.1,60.8,19.2,205.6,56.6,53.199999999999996,37.6,0.0,0.0,0.0,74.6,0.0,0.0,71.0,123.0,57.800000000000004,13.8,86.0,0.0,38.34444444444445,-3.5352777777777775
5298X,42.67391304347826,4.1,0.8,0.0,12.3,0.0,23.1,25.8,156.9,43.099999999999994,25.3,74.60000000000001,54.0,26.6,47.1,51.699999999999996,97.7,30.1,60.5,74.4,71.2,51.2,51.0,0.0,38.02305555555555,-4.0633333333333335
5582A,38.76521739130435,3.3,83.39999999999999,27.8,27.900000000000002,2.9,34.0,24.6,72.0,32.8,0.7000000000000001,18.8,57.1,37.4,42.0,43.2,57.6,13.9,69.5,97.60000000000001,12.2,49.5,83.4,0.0,37.16111111111111,-4.152777777777779
5641X,47.72608695652173,2.0,21.799999999999997,51.800000000000004,25.5,18.2,34.2,45.5,147.0,6.6,45.7,99.60000000000001,41.6,32.1,36.0,34.8,83.5,51.2,68.7,84.89999999999999,53.9,49.3,63.800000000000004,0.0,37.51611111111111,-5.085
5911A,157.16086956521738,21.9,229.5,172.8,149.9,24.2,82.8,75.89999999999999,560.4,160.8,51.8,229.7,278.6,37.6,233.8,90.19999999999999,285.5,53.1,267.5,246.89999999999998,142.7,54.1,153.0,12.0,36.760555555555555,-5.3741666666666665
6032B,35.10909090909091,4.8,0.0,65.5,43.3,5.9,42.1,38.699999999999996,145.5,40.400000000000006,0.0,0.0,35.10909090909091,35.10909090909091,35.10909090909091,35.10909090909091,35.10909090909091,35.10909090909091,35.10909090909091,35.10909090909091,35.10909090909091,35.10909090909091,35.10909090909091,35.10909090909091,36.749722222222225,-5.168333333333334
6058I,44.4695652173913,1.8,0.0,0.0,37.1,6.7,51.5,98.39999999999999,0.0,22.8,145.2,73.80000000000001,63.4,55.4,40.3,28.6,34.6,101.19999999999999,65.6,19.400000000000002,19.599999999999998,67.2,90.2,0.0,36.41694444444444,-5.155
6084X,44.573913043478264,2.0,157.7,114.0,29.1,46.00000000000001,20.8,26.099999999999998,57.1,16.5,56.3,85.5,35.8,26.3,26.4,16.8,20.4,98.30000000000001,51.3,36.5,20.5,54.900000000000006,26.9,0.0,36.53861111111111,-4.618333333333334
6106X,29.904761904761905,4.7,38.8,31.7,38.5,6.2,15.0,27.4,29.904761904761905,29.904761904761905,1.2000000000000002,94.0,35.5,22.4,35.9,16.1,43.5,2.5,38.8,58.5,46.1,22.2,49.0,0.0,37.029444444444444,-4.748333333333333
6156X,39.373913043478254,0.2,76.8,62.800000000000004,41.4,9.1,24.200000000000003,128.7,28.299999999999997,22.2,77.4,54.3,43.8,23.7,28.6,19.6,19.9,42.800000000000004,29.099999999999998,36.3,42.7,65.89999999999999,27.8,0.0,36.717777777777776,-4.4816666666666665
6172O,31.71111111111111,0.30000000000000004,67.7,80.69999999999999,38.300000000000004,6.4,0.1,51.300000000000004,24.9,15.700000000000001,31.71111111111111,31.71111111111111,31.71111111111111,31.71111111111111,31.71111111111111,31.71111111111111,31.71111111111111,31.71111111111111,31.71111111111111,31.71111111111111,31.71111111111111,31.71111111111111,31.71111111111111,31.71111111111111,36.71666666666667,-4.419722222222222
6205X,25.89090909090909,3.5,0.2,49.8,72.4,2.5,20.5,43.699999999999996,0.0,13.200000000000001,60.4,74.6,21.9,20.6,21.0,17.2,41.0,16.7,25.89090909090909,34.6,8.2,36.3,11.299999999999999,0.0,36.72638888888889,-3.957222222222222
6268X,22.709090909090907,10.6,52.6,64.1,27.4,0.1,28.599999999999998,21.200000000000003,25.6,12.5,22.709090909090907,22.709090909090907,22.709090909090907,7.1000000000000005,0.0,22.709090909090907,22.709090909090907,22.709090909090907,22.709090909090907,22.709090909090907,22.709090909090907,22.709090909090907,22.709090909090907,22.709090909090907,36.72277777777778,-3.5302777777777776
6277B,12.75,0.9,29.4,7.2,12.75,0.6,20.2,27.9,9.0,2.1,12.75,12.75,12.75,12.75,0.1,10.7,28.5,18.6,0.6,14.700000000000001,2.8,24.4,31.1,0.7000000000000001,36.74722222222222,-3.0205555555555557
6302A,20.395652173913042,4.2,43.5,21.900000000000002,45.8,0.1,5.7,15.7,2.2,12.399999999999999,17.7,31.2,7.5,13.0,5.5,30.1,8.5,9.6,0.6,53.1,34.5,45.9,60.4,0.0,37.14138888888889,-2.78
6332X,10.924999999999999,15.4,38.9,0.0,0.2,24.200000000000003,10.924999999999999,10.924999999999999,10.924999999999999,10.924999999999999,0.0,2.4,1.6,27.4,10.924999999999999,10.924999999999999,12.6,8.4,10.924999999999999,10.924999999999999,10.924999999999999,0.0,10.924999999999999,10.924999999999999,36.98027777777778,-1.903611111111111
